path,tier,domain,review_mode,status,owner,notes
web/src/components/modals/settings/types.ts,A,web-ui,deep-file+function,reviewed,web-ux,settings shared types/style helpers reviewed; no blocker found
web/src/hooks/useActorActions.ts,A,web-ui,deep-file+function,reviewed,web-ux,actor lifecycle actions and inbox-open flow revalidated; no new blocker
web/src/hooks/useActorDisplayName.ts,A,web-ui,deep-file+function,reviewed,web-ux,actor display-name mapping and token rendering helpers reviewed; no blocker found
web/src/hooks/useChatTab.ts,A,web-ui,deep-file+function,fixed,web-ux,removed @all important/reply modal confirm and kept deterministic send-path dependency set
web/src/hooks/useCrossGroupRecipients.ts,A,web-ui,deep-file+function,reviewed,web-ux,cross-group recipient cache/fetch lifecycle reviewed; no blocker found
web/src/hooks/useDeepLink.ts,A,web-ui,deep-file+function,reviewed,web-ux,deep-link queue/apply behavior reviewed; no new P0/P1 issue
web/src/hooks/useDragDrop.ts,A,web-ui,deep-file+function,reviewed,web-ux,global drag/drop capture and size guard reviewed; no blocker found
web/src/hooks/useGlobalEvents.ts,A,web-ui,deep-file+function,fixed,web-ux,fallback polling now periodically retries SSE to restore realtime stream
web/src/hooks/useGroupActions.ts,A,web-ui,deep-file+function,reviewed,web-ux,group start/stop/state action flow reviewed; no new blocker
web/src/hooks/useModalA11y.ts,A,web-ui,deep-file+function,reviewed,web-ux,stacked-modal escape/focus/scroll-lock flow rechecked; no new P0/P1 defect found
web/src/hooks/useSSE.ts,A,web-ui,deep-file+function,reviewed,web-ux,deep pass complete; no new P0/P1 blocker in reconnect/event handling path
web/src/hooks/useSwipeNavigation.ts,A,web-ui,deep-file+function,reviewed,web-ux,swipe threshold and tab bounds logic reviewed; no blocker found
web/src/hooks/useTheme.ts,A,web-ui,deep-file+function,reviewed,web-ux,theme resolution/system subscription flow reviewed; no blocker found
web/src/hooks/useViewportHeight.ts,A,web-ui,deep-file+function,reviewed,web-ux,visualViewport keyboard offset handling reviewed; no blocker found
web/src/index.css,A,web-ui,deep-file+function,reviewed,web-ux,theme tokens and base layout invariants reviewed; no new P0/P1 blocker
web/src/main.tsx,A,web-ui,deep-file+function,reviewed,web-ux,boot path and service-worker cleanup strategy reviewed; no blocker found
web/src/pages/ActorTab.tsx,A,web-ui,deep-file+function,reviewed,web-ux,lazy actor-tab mount/keying behavior reviewed; no blocker found
web/src/pages/chat/ChatComposer.tsx,A,web-ui,deep-file+function,reviewed,web-ux,deep pass complete; no new P0/P1 blocker in composer interaction flow
web/src/pages/chat/ChatTab.tsx,A,web-ui,deep-file+function,reviewed,web-ux,chat layout and setup/checklist split reviewed; no blocker found
web/src/pages/chat/SetupChecklist.tsx,A,web-ui,deep-file+function,reviewed,web-ux,setup checklist state/action gating reviewed; no blocker found
web/src/pages/chat/index.ts,A,web-ui,deep-file+function,reviewed,web-ux,chat module export surface reviewed; no blocker found
web/src/services/api.ts,A,web-ui,deep-file+function,fixed,web-ux,apiJson/apiForm now trigger auth-required callback on HTTP 401 even with non-JSON responses
web/src/stores/index.ts,A,web-ui,deep-file+function,reviewed,web-ux,store export surface reviewed; no blocker found
web/src/stores/useComposerStore.ts,A,web-ui,deep-file+function,reviewed,web-ux,draft persistence and per-group restore semantics reviewed; no new P0/P1 issue
web/src/stores/useFormStore.ts,A,web-ui,deep-file+function,reviewed,web-ux,modal form state/reset paths reviewed; no blocker found
web/src/stores/useGroupStore.ts,A,web-ui,deep-file+function,fixed,web-ux,refreshGroups now clears stale selected-group caches when selection disappears or group list becomes empty
web/src/stores/useInboxStore.ts,A,web-ui,deep-file+function,reviewed,web-ux,inbox modal state transitions reviewed; no blocker found
web/src/stores/useModalStore.ts,A,web-ui,deep-file+function,reviewed,web-ux,modal visibility/source state model reviewed; no blocker found
web/src/stores/useObservabilityStore.ts,A,web-ui,deep-file+function,reviewed,web-ux,observability defaults and load coercion reviewed; no blocker found
web/src/stores/useUIStore.ts,A,web-ui,deep-file+function,reviewed,web-ux,ui state/error/notice lifecycle reviewed; no blocker found
web/src/styles/markdown.css,A,web-ui,deep-file+function,reviewed,web-ux,markdown/codeblock readability and wrapping rules reviewed; no new blocker
web/src/types.ts,A,web-ui,deep-file+function,reviewed,web-ux,shared type surface (automation/runtime/ui) reviewed; no blocker found
web/src/utils/classNames.ts,A,web-ui,deep-file+function,reviewed,web-ux,utility behavior reviewed; no blocker found
web/src/utils/groupStatus.ts,A,web-ui,deep-file+function,fixed,web-ux,status resolution now prioritizes running=false as STOP to avoid stale paused-only presentation
web/src/utils/ledgerEventHandlers.ts,A,web-ui,deep-file+function,reviewed,web-ux,read/ack/obligation derivation reviewed; no blocker found
web/src/utils/mcpConfigSnippets.ts,A,web-ui,deep-file+function,reviewed,web-ux,mcp config snippet presets reviewed; no blocker found
web/src/utils/privateEnvInput.ts,A,web-ui,deep-file+function,reviewed,web-ux,shell-style export/unset parsing reviewed for secret editor workflow; no blocker found
web/src/utils/time.ts,A,web-ui,deep-file+function,reviewed,web-ux,time formatting utility reviewed; no blocker found
web/tailwind.config.ts,B,misc,standard-file,reviewed,ops,tailwind semantic tokens/z-index scale reviewed
web/tsconfig.json,B,misc,standard-file,reviewed,ops,strict tsconfig profile reviewed
web/vite.config.ts,B,misc,standard-file,reviewed,ops,vite chunking/proxy/build output settings reviewed
